ID,TARGET_LifeExpectancy
142,63.501420692258534
143,60.3194071483548
144,55.829594039852395
145,66.1188446677935
146,68.38289861953217
147,69.72475335548324
148,69.89700490170537
149,70.49849941019681
150,66.51403868341299
151,65.47794843598751
152,66.74034035636748
153,64.79129533282742
154,67.09422484918457
155,64.67399304050718
156,63.80406222203419
157,64.30632998132933
158,66.54012699612645
159,64.80426847303431
160,66.66656998988935
161,67.0388268239866
162,79.1902674759715
163,81.1383571783723
164,67.52411580348405
165,58.86834842924122
166,65.32417304291687
167,67.19069090654818
168,54.05456965247424
169,69.17176283669335
170,60.14947716155734
171,64.12882825448162
172,62.818903077130585
173,62.982348841068074
174,65.9938023331049
175,63.69813368533323
176,64.47895873968696
177,69.67925642835326
178,71.68275596989065
179,68.86060169669997
180,70.54750845212618
181,67.87416024244874
182,70.05820604594021
183,67.29202094018217
184,65.4545193617372
185,70.36164729665973
186,72.16946424856405
187,74.52410265670767
188,71.56210282924849
189,71.88806561961292
190,72.27361478714488
191,71.6506304413108
192,72.78251166257076
193,60.712107547635696
194,68.14516988981222
195,66.66708909090562
196,64.37127291233571
197,64.14980169053752
198,66.46751131584062
199,66.56407905601475
200,63.93472499207178
201,68.93566820807166
202,64.91935779263531
203,67.20721981705515
204,62.48535626130342
205,63.824881506374936
206,63.88733643585749
207,61.976035727455155
208,63.37360086060926
209,71.35768906434214
210,70.00273744731032
211,67.83884684386044
212,68.46816293229745
213,65.39517739545306
214,68.50207498269606
215,65.91520518374193
216,67.20138461109912
217,67.50790216868245
218,68.45182568075325
219,66.9045388031343
220,64.88214008933289
221,65.57348023667237
222,65.89485103634252
223,65.76777344845277
224,67.1463522363016
225,65.89381899202112
226,72.60582487350575
227,69.02966068824935
228,73.64352954029448
229,59.262518262810204
230,73.97675196209957
231,69.85887680833162
232,69.08221762549044
233,62.280122992657425
234,67.62024840233073
235,68.8660003071642
236,72.53571376240757
237,72.37074426216509
238,72.48159303014938
239,69.51478841934465
240,64.85435544446261
241,63.31593025881921
242,64.942497847347
243,64.08935376913291
244,56.2654199283819
245,59.73113583688837
246,71.02158377461308
247,66.31121983131175
248,59.8261177377226
249,76.50731411091363
250,76.11050006807284
251,64.84475027636438
252,55.92185899296396
253,60.74946564508548
254,58.08140719325081
255,41.12199194969344
256,47.855270531024075
257,59.75585652270604
258,66.83120413518611
259,68.71084005414923
260,65.1248935414227
261,66.52619293060252
262,68.52489628232797
263,67.46638665293983
264,66.34856489563356
265,66.28532782429295
266,66.72417740587116
267,57.65001113209382
268,64.10096169986696
269,62.53957793530833
270,65.73831011492712
271,64.88708740305731
272,50.91182244396293
273,68.46285617512035
274,65.16078854714465
275,66.5006381828398
276,63.0425263682306
277,66.23124152798107
278,66.40686947219422
279,64.38755053192256
280,67.0512662699208
281,63.06347046903579
282,62.894385063486766
283,62.34653545827109
284,63.89079710746216
285,59.54394677458504
286,63.45199957499551
287,63.061543451982516
288,59.82106285872692
289,58.170531080916476
290,69.22109429813952
291,70.65430019100381
292,64.37459498263001
293,67.2429069146674
294,66.09565525706864
295,59.718678849293156
296,65.98571018700568
297,65.90387505779961
298,71.67420817779521
299,64.91621251499714
300,64.28549538684342
301,64.22085502578
302,63.72240338211486
303,64.25785341669405
304,57.342278536884464
305,65.1794590456509
306,62.53727650791541
307,63.76409463853429
308,68.18029323568487
309,69.76030913887269
310,83.96381340527444
311,60.113161833976164
312,61.60147274137444
313,59.74292602560854
314,64.61233362867142
315,63.08175607838348
316,63.83724178279999
317,64.02903746486459
318,63.98575033710756
319,63.92741617311742
320,63.44290638196844
321,63.05166051731942
322,72.26875361302302
323,75.46376379323635
324,60.01595067651158
325,67.96699158526803
326,67.41717557071752
327,58.2801070834181
328,66.36829727851193
329,61.50611812372233
330,65.57098949885881
331,65.86098001452899
332,62.309765385304786
333,68.48897012394593
334,53.9469230378852
335,71.0907708548051
336,62.282150645733736
337,64.99235735925492
338,67.1510932309958
339,69.00344464333432
340,71.92441277623129
341,68.62785589711166
342,68.71930266700008
343,67.60672175988134
344,71.30887780088767
345,68.25364317028539
346,71.0957079779447
347,68.8745184040149
348,67.24073596424716
349,70.90323302934485
350,60.0653503574423
351,67.44669550547758
352,64.95612990979362
353,66.06624845936415
354,67.601938198119
355,67.90568010850939
356,68.08008632802114
357,68.15031422378593
358,67.93245493794234
359,66.98785169620919
360,69.11300534940881
361,66.58950720245014
362,66.0484381590802
363,67.4328369229479
364,66.5815630047939
365,66.23259923825856
366,65.07278838807622
367,66.93854241538475
368,66.79847454473907
369,63.921511849851186
370,70.45358250971583
371,68.25890503462665
372,70.99952181739343
373,67.37197317741368
374,61.443040606156956
375,63.52462098773867
376,66.80825551055045
377,62.685417044212386
378,61.511260742348895
379,65.83644939607802
380,66.57601081456187
381,55.22334821574975
382,70.6751536182702
383,61.110881596722265
384,63.146424151383485
385,63.16948997755674
386,54.16076442470546
387,59.92053129923852
388,52.56489183858616
389,83.18501576081019
390,62.7549761367502
391,64.08365996361124
392,48.665372018895596
393,37.7841531130166
394,51.06430744781744
395,59.302013885825886
396,40.092706404633645
397,55.390687173997435
398,38.83438188435764
399,22.029724732759234
400,51.30037828870388
401,20.339127903684243
402,68.08036679056909
403,64.56951818640323
404,68.36585802003731
405,81.46906264436836
406,66.75322613659046
407,60.776912607532154
408,68.61016933773999
409,67.33658275089681
410,74.87898915655785
411,67.67844634253015
412,61.819773391869944
413,63.20256244832592
414,75.66843273233292
415,62.94743164066983
416,60.61459631791445
417,66.2416547439841
418,77.70413258659948
419,75.41250318176628
420,76.16903935814173
421,77.61343290439402
422,77.85649829458089
423,77.10466507119622
424,77.87408873262507
425,76.07490064252943
426,77.39563999432926
427,74.75768191707539
428,74.88206698503075
429,75.09103742722641
430,77.04118618750294
431,76.59954359356755
432,75.25733861631613
433,75.75728463752398
434,67.4293653506071
435,65.25637710946387
436,70.90322080374233
437,66.93484497980023
438,66.02351557605778
439,65.76987996627827
440,63.426141992842645
441,63.83417569007213
442,66.39805203873357
443,64.56243498846334
444,63.47194817783259
445,56.62403281818126
446,59.740716731668726
447,57.0421803133014
448,62.8613056434624
449,58.53452699814022
450,68.82373241076334
451,67.37492353758921
452,67.91439627404259
453,68.01432532372269
454,67.54991792431929
455,62.91334823041268
456,64.19341967536627
457,63.33639779767327
458,65.85454135014356
459,63.26218099035225
460,63.493240514758554
461,70.7205439813888
462,68.57649201836887
463,62.92664119196729
464,66.0665675760099
465,65.66880893674409
466,66.7266632586826
467,66.46893329275213
468,71.54293747858333
469,71.6018863062593
470,70.98353960863324
471,70.7279646886783
472,71.14678453466252
473,64.93401583123728
474,62.517931551342826
475,65.53632260844563
476,69.62467559832078
477,69.11951389452508
478,69.64394794318036
479,58.38801978421873
480,70.22533273636736
481,67.53771647219025
482,64.26440957858392
483,76.86727031449595
484,82.03344707847168
485,76.54839445849916
486,77.90947024133152
487,76.75105621045259
488,76.31900958700294
489,76.93402304931578
490,75.88593634217659
491,74.09296464328565
492,75.73326085562371
493,73.7515364085441
494,74.76075056885065
495,74.34691001910232
496,75.631238354689
497,71.80706264098308
498,73.60065911194351
499,78.92790075563596
500,76.92016967342454
501,78.21261093801627
502,75.57211931643826
503,76.38558103987896
504,75.07794135053734
505,74.9506632086393
506,76.86059022357404
507,75.28863935490551
508,73.65611993296852
509,74.22284432798267
510,72.31700652630082
511,74.77520284544244
512,74.14256320226548
513,69.8759618115165
514,75.53057955085694
515,69.9723911356416
516,69.09248421475684
517,69.6264272523639
518,68.55745214252352
519,68.94481857895312
520,67.8046108002111
521,68.78110978394113
522,67.68456782865997
523,70.47194156157832
524,67.90370814168955
525,70.85615838581452
526,62.06756409783145
527,66.56343164165094
528,66.09075295592913
529,68.63817511241166
530,65.03681408190187
531,63.05351800879805
532,67.11358128707138
533,63.158380588152795
534,63.594801253664514
535,66.31998589189288
536,65.85541317956836
537,61.34880017405533
538,61.526568226093104
539,67.17417053832594
540,64.49162886406157
541,58.49228041556046
542,63.27521257459614
543,55.47370856358998
544,62.06724702650911
545,62.40892355788162
546,63.829051936337464
547,76.10505082424845
548,77.89949467833219
549,77.47659254591633
550,70.54830678043095
551,75.1235751830942
552,76.51538894460168
553,77.46898020444007
554,74.90615277729
555,74.72568767819871
556,79.43153294347906
557,75.28677054516322
558,75.41749130103733
559,75.208830168703
560,76.15865875311567
561,72.81585642165794
562,69.20220939395642
563,69.81585632195936
564,69.5663617025632
565,69.99135855228087
566,72.52747380459698
567,69.77446963971158
568,67.34915008112307
569,68.42193094010258
570,69.35873851780832
571,69.2624281815772
572,66.7820627618446
573,67.1243973956822
574,65.44552788313013
575,66.79521474768444
576,68.74578173061855
577,69.34398377267053
578,62.78428739522303
579,80.98424876145498
580,84.42582936989265
581,83.30739854537023
582,71.83698688433572
583,80.7495469855221
584,72.87878896561233
585,72.68819615241716
586,73.9255491441985
587,76.40664277101621
588,75.0491373191104
589,72.29019963420365
590,73.44431055337077
591,72.30591995050645
592,76.16460044584903
593,76.22848302565342
594,71.78453527076954
595,63.753252908407035
596,69.12421887961682
597,70.59306483934324
598,69.93860695875549
599,62.99657211046713
600,66.87859097232854
601,67.61047691242038
602,65.05638408070843
603,67.48057846304994
604,65.73845359319068
605,63.33823943847051
606,60.80519473706738
607,60.3430296056265
608,70.40213089487713
609,62.08048069525091
610,63.78528562982194
611,58.079679388166596
612,72.41689853473247
613,66.57277276093691
614,67.03751531681507
615,71.47752424633302
616,69.46452685868815
617,63.7148756441519
618,65.62595435942444
619,71.9267615892727
620,65.63823013222168
621,63.142123141203456
622,66.61373677672213
623,62.45400085621566
624,62.6924777138579
625,62.44360353756895
626,62.475715085934894
627,65.03336661564947
628,64.7352817099619
629,67.55834580610588
630,63.008891989363974
631,62.25611195657916
632,55.81648486936285
633,61.725930473538256
634,60.04143404102513
635,60.184898621730326
636,64.50674967288853
637,64.60045863731182
638,60.718094503006
639,60.58098610269565
640,63.77757898064647
641,62.30703086997187
642,62.94750292767537
643,60.77861266705884
644,73.09539259188716
645,69.7951817562057
646,70.58908672120833
647,71.05764879881417
648,61.97239241355135
649,66.08948539710286
650,65.97306985779744
651,64.80108793370357
652,67.71043202122894
653,64.95687019703928
654,61.450028397899246
655,73.87072686446663
656,66.21663406369134
657,58.86529105946681
658,65.07178372891269
659,67.55096020050439
660,74.85098810751128
661,73.35531987036427
662,75.17562719350747
663,72.6974338088828
664,74.78633193465316
665,73.03555646312861
666,74.27609411580204
667,72.84914135407246
668,72.97838524058147
669,71.97219279672083
670,72.7700514872065
671,71.0566584126318
672,69.28408087537821
673,72.48635348616745
674,68.9465715948578
675,77.03691649403004
676,64.23076032718086
677,67.48319513175727
678,63.78643535012009
679,62.43217677652831
680,66.40389437874705
681,63.846841454261835
682,59.02422853026712
683,60.210245566952494
684,65.35934985086124
685,64.50662061948537
686,64.84908608625256
687,62.580765133646196
688,63.854805013820965
689,64.17252834229566
690,67.64275798421647
691,65.64325774863005
692,60.94426219145714
693,67.00965434461261
694,68.53647221966946
695,62.40688031782088
696,73.15263848211839
697,65.23921924524336
698,61.3674050791401
699,42.40085404687227
700,65.57692652646904
701,65.6823305984509
702,62.443784804941515
703,63.41125953175333
704,70.72140037391273
705,59.532587382444035
706,65.96541014508807
707,65.26167762234286
708,64.42823654013591
709,66.98607167536238
710,56.18802854149851
711,64.52972951829736
712,50.39180464207948
713,54.82210725692903
714,60.09194473214313
715,39.82625829701544
716,59.07240252863937
717,54.4555986054545
718,40.908267983330916
719,42.857518519455084
720,41.13870190424802
721,58.03871799863157
722,55.72461773839427
723,57.06933984825082
724,69.42917382240466
725,68.79585231035571
726,65.0516402879125
727,71.26415851693889
728,66.24373602497735
729,68.32345139431345
730,67.78992156431059
731,61.44504111029403
732,68.78238677530828
733,65.64620057599552
734,65.74346610853001
735,63.09946549283484
736,67.48131190928268
737,72.16034752067844
738,65.43278268891447
739,60.04807709466729
740,62.72562575462155
741,66.87475240123365
742,64.02969913629352
743,76.17489396477049
744,64.5816672549355
745,71.32665252469747
746,73.12656488646473
747,69.71759816099382
748,57.797022876030155
749,65.50659100645964
750,65.02866678233977
751,69.3045380347537
752,68.07250531374723
753,61.92047629948604
754,70.33824859848187
755,55.382192940934715
756,78.02916035460657
757,59.208245538324604
758,69.46380545374961
759,69.53226551437183
760,70.5487068942814
761,65.39869696080245
762,65.97342548786685
763,68.00681558431177
764,63.99929949942077
765,68.27616319898618
766,69.9095221969942
767,59.5743966103031
768,63.79359530047384
769,65.42970691120229
770,66.09545542067144
771,67.452880777127
772,70.81954962333919
773,69.0839792776834
774,72.65102133470214
775,66.57832003877297
776,63.555222991491746
777,63.26598924818802
778,71.19497111012163
779,68.39140949840419
780,70.04082144045924
781,66.28739910678098
782,68.32446829124808
783,65.31217801637888
784,70.09934942832592
785,61.06805700021414
786,57.95707397797105
787,57.99336518129701
788,70.30659769875592
789,65.0115807270546
790,71.47794758663258
791,69.63436705981076
792,68.87861917521889
793,67.69554701916127
794,66.223075373769
795,66.54576818996736
796,66.95768800195845
797,62.40193073592309
798,66.0551305554635
799,65.39025949779375
800,65.22105563874607
801,64.84697270473669
802,69.58992428873012
803,69.15248917496774
804,67.5478131162572
805,67.13133681638965
806,67.25978942871484
807,66.9376865104349
808,67.08828703939105
809,66.82699579786595
810,66.97102684042534
811,65.58223737685728
812,66.41085220878244
813,65.01416408271575
814,64.59041435551774
815,64.38034679259476
816,64.66548549154425
817,64.54960031395888
818,64.1410881486679
819,59.18480508841958
820,60.8136060251677
821,68.94758665356824
822,63.59096916830356
823,59.36276436863659
824,64.38260047875156
825,60.78657471711733
826,59.365074236617716
827,62.082061689420925
828,60.37522336982079
829,59.38095675269051
830,42.163545952329855
831,67.91836410677251
832,55.86044772735386
833,49.25623481718662
834,65.59763282785048
835,52.762249998826064
836,66.82969574373317
837,64.39612676300328
838,70.4136019108239
839,62.47688460376571
840,65.09811746756293
841,62.7731403609547
842,66.79671480670709
843,64.68953792108562
844,63.08223739370328
845,62.77273349296729
846,59.28099553045365
847,66.50704536459125
848,60.928179901324484
849,65.06887909747115
850,59.87508304199048
851,61.13427968135943
852,76.5552021217477
853,62.488424041516964
854,68.90755078586096
855,65.35822980458954
856,56.14140282368487
857,61.83138495454227
858,61.699385069464824
859,84.44395330634734
860,57.744870904250206
861,56.400494953936914
862,55.77134285611726
863,78.91730957229095
864,29.307108504246287
865,50.66644810746732
866,52.13005409065272
867,74.23242253099033
